,OutputGene,InputGene,FuncSimScore,PhenoSimScore,InteractionFound,FuncSharedTerms,PhenoSharedTerms
23,RPS27A,NHLRC1,,,1.0,,
24,GABRA1,EPM2A,,0.25,,,"['HPO:Generalized tonic-clonic seizures with focal onset', 'HPO:Cutaneous photosensitivity', 'HPO:Generalized myoclonic seizures']"
25,GABRA1,NHLRC1,,0.25,,,"['HPO:Generalized tonic-clonic seizures with focal onset', 'HPO:Cutaneous photosensitivity', 'HPO:Generalized myoclonic seizures']"
26,GABRG2,NHLRC1,,0.2547169811320755,,,"['HPO:Generalized tonic-clonic seizures with focal onset', 'HPO:Cutaneous photosensitivity', 'HPO:Generalized myoclonic seizures']"
27,GABRG2,EPM2A,,0.2547169811320755,,,"['HPO:Generalized tonic-clonic seizures with focal onset', 'HPO:Cutaneous photosensitivity', 'HPO:Generalized myoclonic seizures']"
28,GRIN2A,EPM2A,,0.2058823529411765,,,
29,GRIN2A,NHLRC1,,0.2058823529411765,,,
30,GYG1,NHLRC1,,,1.0,,
31,GYG1,EPM2A,,,1.0,,
32,GYS1,NHLRC1,,,1.0,,
33,GYS1,EPM2A,,,1.0,,
34,CSTB,NHLRC1,,0.3428571428571429,,,"['HPO:Myoclonus', 'HPO:Cutaneous photosensitivity', 'HPO:Absence seizures']"
35,CSTB,EPM2A,,0.3428571428571429,,,"['HPO:Myoclonus', 'HPO:Cutaneous photosensitivity', 'HPO:Absence seizures']"
36,GYS2,EPM2A,,,1.0,,
37,GYS2,NHLRC1,,,1.0,,
38,ITM2B,NHLRC1,,0.2111111111111111,,,"['HPO:Dementia', 'HPO:Psychosis']"
39,ITM2B,EPM2A,,0.2111111111111111,,,"['HPO:Dementia', 'HPO:Psychosis']"
40,KCNC1,NHLRC1,,0.21428571428571427,,,['HPO:Myoclonus']
41,KCNC1,EPM2A,,0.21428571428571427,,,['HPO:Myoclonus']
42,KCNQ3,EPM2A,,0.2727272727272727,,,['HPO:Myoclonus']
43,KCNQ3,NHLRC1,,0.2727272727272727,,,['HPO:Myoclonus']
44,PRICKLE1,NHLRC1,,0.2857142857142857,,,"['HPO:Cutaneous photosensitivity', 'HPO:Generalized myoclonic seizures', 'HPO:Dementia']"
45,PRICKLE1,EPM2A,,0.2857142857142857,,,"['HPO:Cutaneous photosensitivity', 'HPO:Generalized myoclonic seizures', 'HPO:Dementia']"
46,LGI1,NHLRC1,,0.22916666666666666,,,['HPO:Generalized tonic-clonic seizures with focal onset']
