,OutputGene,InputGene,FuncSimScore,PhenoSimScore,InteractionFound,FuncSharedTerms,PhenoSharedTerms
47,LGI1,EPM2A,,0.22916666666666666,,,['HPO:Generalized tonic-clonic seizures with focal onset']
48,PPP1R3D,NHLRC1,0.3117647058823529,,,"['Cellular protein modification process ', 'Protein modification process ', 'Macromolecule modification ']",
49,PPP1R3D,EPM2A,,,1.0,"['Cellular protein modification process ', 'Protein modification process ', 'Macromolecule modification ']",
50,PPP1R3C,EPM2A,,,1.0,,
51,PPP1R3C,NHLRC1,,,1.0,,
52,PPOX,EPM2A,,0.22093023255813954,,,"['HPO:Cutaneous photosensitivity', 'HPO:Psychosis', 'HPO:Visual hallucinations']"
53,PPOX,NHLRC1,,0.22093023255813954,,,"['HPO:Cutaneous photosensitivity', 'HPO:Psychosis', 'HPO:Visual hallucinations']"
54,MECR,NHLRC1,,0.20253164556962025,,,"['HPO:Myoclonus', 'HPO:Autosomal recessive inheritance']"
55,MECR,EPM2A,,0.20253164556962025,,,"['HPO:Myoclonus', 'HPO:Autosomal recessive inheritance']"
56,PLCB1,NHLRC1,,0.2028985507246377,,,"['HPO:Myoclonus', 'HPO:Autosomal recessive inheritance']"
57,PLCB1,EPM2A,,0.2028985507246377,,,"['HPO:Myoclonus', 'HPO:Autosomal recessive inheritance']"
58,PCDH19,NHLRC1,,0.27722772277227725,,,"['HPO:Generalized tonic-clonic seizures with focal onset', 'HPO:Cutaneous photosensitivity', 'HPO:Generalized myoclonic seizures']"
59,PCDH19,EPM2A,,0.27722772277227725,,,"['HPO:Generalized tonic-clonic seizures with focal onset', 'HPO:Cutaneous photosensitivity', 'HPO:Generalized myoclonic seizures']"
60,NPC1,NHLRC1,,0.2066115702479339,,,"['HPO:Dementia', 'HPO:Psychosis', 'HPO:Autosomal recessive inheritance']"
61,NPC1,EPM2A,,0.2066115702479339,,,"['HPO:Dementia', 'HPO:Psychosis', 'HPO:Autosomal recessive inheritance']"
62,CTNND2,NHLRC1,,0.23214285714285715,,,['HPO:Myoclonus']
63,CTNND2,EPM2A,,0.23214285714285715,,,['HPO:Myoclonus']
64,SCN1B,EPM2A,,0.20930232558139536,,,"['HPO:Generalized tonic-clonic seizures with focal onset', 'HPO:Cutaneous photosensitivity', 'HPO:Generalized myoclonic seizures']"
65,SCN1B,NHLRC1,,0.20930232558139536,,,"['HPO:Generalized tonic-clonic seizures with focal onset', 'HPO:Cutaneous photosensitivity', 'HPO:Generalized myoclonic seizures']"
66,UBB,NHLRC1,,,1.0,,
67,UBB,EPM2A,,,1.0,,
68,TOPORS,NHLRC1,0.3385214007782101,,,"['Regulation of cellular protein metabolic process ', 'Regulation of protein metabolic process ', 'Cellular protein modification process ']",
69,TOPORS,EPM2A,,,1.0,"['Regulation of cellular protein metabolic process ', 'Regulation of protein metabolic process ', 'Cellular protein modification process ']",
70,UBA52,NHLRC1,,,1.0,,
71,UBA52,EPM2A,,,1.0,,
72,CLN5,EPM2A,,0.22115384615384612,,,"['HPO:Myoclonus', 'HPO:Autosomal recessive inheritance']"
73,CLN5,NHLRC1,,0.22115384615384612,,,"['HPO:Myoclonus', 'HPO:Autosomal recessive inheritance']"
74,CLN6,NHLRC1,,0.2727272727272727,,,"['HPO:Myoclonus', 'HPO:Dementia', 'HPO:Visual hallucinations']"
75,CLN6,EPM2A,,0.2727272727272727,,,"['HPO:Myoclonus', 'HPO:Dementia', 'HPO:Visual hallucinations']"
76,UBE2N,NHLRC1,,,1.0,,
77,UBE2N,EPM2A,,,1.0,,
78,CLN8,EPM2A,,0.27722772277227725,,,"['HPO:Myoclonus', 'HPO:Psychosis', 'HPO:Autosomal recessive inheritance']"
79,CLN8,NHLRC1,,0.27722772277227725,,,"['HPO:Myoclonus', 'HPO:Psychosis', 'HPO:Autosomal recessive inheritance']"
80,UBC,NHLRC1,,,1.0,,
81,UBC,EPM2A,,,1.0,,
82,CNTN2,EPM2A,,0.26785714285714285,,,"['HPO:Myoclonus', 'HPO:Autosomal recessive inheritance']"
83,CNTN2,NHLRC1,,0.26785714285714285,,,"['HPO:Myoclonus', 'HPO:Autosomal recessive inheritance']"
84,ALDH5A1,NHLRC1,,0.21794871794871795,,,"['HPO:Generalized myoclonic seizures', 'HPO:Absence seizures', 'HPO:Psychosis']"
85,ALDH5A1,EPM2A,,0.21794871794871795,,,"['HPO:Generalized myoclonic seizures', 'HPO:Absence seizures', 'HPO:Psychosis']"
86,PELI2,NHLRC1,0.3069306930693069,,,"['Regulation of cellular protein metabolic process ', 'Regulation of protein metabolic process ', 'Cellular protein modification process ']",
87,PSMC3,EPM2A,,,1.0,,
88,PRKAB2,EPM2A,,,1.0,,
89,UBE2K,NHLRC1,0.3008130081300813,,,"['Regulation of cellular protein metabolic process ', 'Regulation of protein metabolic process ', 'Cellular protein modification process ']",
90,UBE2H,NHLRC1,,,1.0,,
91,PRKAG3,NHLRC1,0.3168724279835391,,,"['Regulation of cellular protein metabolic process ', 'Regulation of protein metabolic process ', 'Cellular protein modification process ']",
92,UBE2G2,NHLRC1,0.3034188034188034,,,"['Regulation of cellular protein metabolic process ', 'Regulation of protein metabolic process ', 'Cellular protein modification process ']",
93,PRKD3,NHLRC1,0.372093023255814,,,"['Cellular protein modification process ', 'Protein modification process ', 'Macromolecule modification ']",
94,PRR5,NHLRC1,0.3580246913580247,,,"['Regulation of cellular protein metabolic process ', 'Regulation of protein metabolic process ', 'Cellular protein modification process ']",
95,RASSF5,NHLRC1,0.3790849673202614,,,"['Regulation of cellular protein metabolic process ', 'Regulation of protein metabolic process ', 'Cellular protein modification process ']",
96,PRKAA1,EPM2A,,,1.0,,
